order_value,account_age_days,prior_returns_count,prior_return_approval_rate,return_velocity_7d,is_cod,delivery_to_return_hours,item_category,address_order_distance_km,is_fraud,fraud_subtype,has_return_photo,return_id
1730.7406768087296,45,0,0.5725670294790476,1,1,56.06286179532975,sports,2.8806692604302446,0,none,1,RET-004020
4239.452035634002,45,1,0.8646237963727992,2,1,86.76075341008975,sports,24.049952496115708,0,none,1,RET-005859
1209.528789475506,217,1,0.8221395390695191,1,0,176.99113046388808,fashion,6.328710212985526,0,none,0,RET-000578
671.0361181670111,74,2,0.66804119326485,0,1,305.12463956468474,electronics,6.065441806906104,0,none,0,RET-008582
4188.239157411808,1150,2,0.9372938408874393,1,1,254.55252267642726,fashion,2.9674028738817135,0,none,1,RET-000307
3830.229248866415,217,3,0.9355882537619372,0,0,88.04729476193422,home,8.12288988862787,0,none,1,RET-006345
3127.8057796045737,1165,3,0.684618214151046,1,0,44.4643567890196,home,6.645507917523628,0,none,0,RET-003722
2075.27020440385,498,2,0.7762604777526928,1,1,74.78257963524436,home,19.462297730768952,1,empty_box,1,RET-009389
562.6754273240149,45,3,0.5263501669672709,1,1,69.94506773718753,books,14.6450368944784,0,none,1,RET-006757
1127.3162917716968,1836,2,0.9411957616324024,1,0,351.4071007047456,sports,1.4230678168771165,0,none,1,RET-004772
454.1891524036962,325,5,0.7140875027343463,0,0,182.44000452829127,home,10.05857378352521,0,none,1,RET-000445
1368.5966423569682,246,1,0.8835250766949695,0,1,298.69232406703327,electronics,18.945584133783733,0,none,1,RET-002217
2013.1726056650664,1072,1,0.7551320115287536,1,0,67.35620771904372,fashion,4.856801954681769,0,none,1,RET-004185
318.2369959735136,1464,3,0.8719846673679259,1,0,77.1070469205182,home,13.764240278735137,0,none,1,RET-001922
1039.0079531814129,239,1,0.6684839650450259,0,1,107.51310606083263,electronics,8.542811174692464,0,none,1,RET-004325
528.9454629509698,991,2,0.7818567080021982,1,1,161.50509993462373,home,1.099630430105211,0,none,1,RET-001466
1961.0917772880505,357,1,0.75194790869197,1,0,58.68789312224827,books,0.16594603730195387,0,none,0,RET-005014
3500.161887086438,568,1,0.40728539102641004,0,0,42.95101845544529,electronics,16.539760108182094,0,none,0,RET-005096
1271.1414996663418,142,0,0.9768022345270666,3,1,201.5698782771566,fashion,3.3937471829809973,0,none,0,RET-007827
3518.8219660187515,403,1,0.7320743079400617,0,1,126.58617251795472,beauty,0.20303476711551044,0,none,1,RET-002528
740.160525535528,95,2,0.6847937666410676,0,0,157.73740389000218,electronics,9.474905234017974,0,none,0,RET-002214
