order_value,account_age_days,prior_returns_count,prior_return_approval_rate,return_velocity_7d,is_cod,delivery_to_return_hours,item_category,address_order_distance_km,is_fraud,fraud_subtype,has_return_photo,return_id
2083.8758615334427,26,3,0.5955640262217196,2,0,204.286962234332,beauty,18.670125858801306,0,none,1,RET-003687
1928.138299155075,172,4,0.9284915163113233,1,1,154.66842452181174,electronics,18.8008821920966,0,none,1,RET-007094
923.4299414386857,412,0,0.7467843419264564,1,1,133.50691699997805,books,17.87893809550087,0,none,0,RET-004371
1263.0643181073485,363,3,0.4155529180314192,0,1,101.42942653399962,books,2.1224367999025304,0,none,1,RET-008159
5461.348682613475,466,1,0.9064185455926433,0,1,5.116432353599578,home,4.975158726445148,1,substitution,1,RET-009430
2814.813761047637,198,0,0.8153096043945262,0,1,248.75543330081246,home,7.1278928882642,0,none,1,RET-005116
1014.8664249922539,77,0,0.7986767425869669,0,0,76.1538755292369,sports,38.43249457819267,0,none,1,RET-004638
3780.7978659231744,176,6,0.932397359128228,0,1,424.96365686437866,electronics,14.166108455881883,0,none,1,RET-006825
1031.9799719045,1211,2,0.8861079665676354,1,0,326.7663209204084,beauty,15.043904498107182,0,none,1,RET-008003
477.7986608728369,59,0,0.7873267611660755,0,1,79.09935198019149,electronics,33.23045184787427,0,none,1,RET-008306
1430.891494790054,227,2,0.8746252643087727,0,0,96.07770295473182,fashion,31.835740874857915,0,none,1,RET-002629
1265.4670743187983,2049,3,0.8608404714458996,2,1,236.13927398789744,electronics,8.129960473874174,0,none,1,RET-002069
1234.0119617737907,405,2,0.8319283369358546,1,0,76.99442088964032,beauty,5.363863945595486,0,none,0,RET-004563
1581.7629203656702,854,3,0.9062267516546341,2,0,111.97394632424393,fashion,24.822875213373717,1,empty_box,0,RET-009847
761.1129590506769,26,1,0.78138538693006,1,0,132.9519944346476,books,16.007682105451735,0,none,1,RET-002742
476.04301278183686,203,4,0.8865806398160929,1,1,54.988602054948956,beauty,22.763274667176336,0,none,1,RET-008931
1934.174893309459,253,1,0.9036577940894216,1,1,82.82089178903684,fashion,1.9143145217121376,0,none,1,RET-000561
200.0,264,1,0.7189554671201948,0,0,139.3769916311566,electronics,8.534454833519625,0,none,1,RET-001308
567.1967805058744,705,3,0.9101977818490866,0,1,146.98845563317263,electronics,0.936955528819788,0,none,1,RET-002908
551.2285588369996,1153,3,0.88155680388247,1,0,241.1355207190928,sports,11.456629863039039,0,none,0,RET-001010
18405.774933868495,52,1,0.6677898464361004,0,1,6.0,sports,2.9898506777554132,1,empty_box,1,RET-009681
635.1595093034005,256,2,0.9160019916353912,0,1,51.99560271605657,fashion,10.455724334477315,0,none,1,RET-004727
932.3280274431842,378,1,0.7698111466508132,0,1,199.04345231602463,beauty,0.8355097525618902,0,none,0,RET-000811
4286.254151545719,274,3,0.8998505081101729,0,0,135.54265199746087,home,16.402452108146193,0,none,0,RET-000371
423.7813514603756,394,0,0.7958828898376058,0,0,146.88765951671544,beauty,19.411397928780072,0,none,1,RET-000716
246.09998654193393,776,0,0.9298935524484668,2,1,64.66870371695317,sports,3.2436257122019887,0,none,0,RET-002875
1630.9898174028506,89,2,0.8997494319817119,1,1,260.88268610263873,sports,48.8036562544457,0,none,1,RET-000997
5732.185352640308,633,3,0.8435978816386678,2,1,119.55666881675234,sports,9.364203628214414,0,none,1,RET-004285
935.2817951238177,441,3,0.8251900126797728,1,1,92.56161340310291,beauty,19.75833611413978,0,none,1,RET-007479
200.0,1062,0,0.7718306164686501,3,1,183.43147360674328,electronics,28.562083273870318,0,none,1,RET-004791
2867.2992789029527,53,2,0.6394574098245224,0,0,174.15045635537436,fashion,0.1279992689399319,0,none,0,RET-002310
1159.8689032204554,602,3,0.6900771440343613,0,0,32.93469792246773,beauty,24.62290714358688,0,none,1,RET-003992
1676.3454834270485,10,1,0.7944432652060228,2,1,71.77092978795659,books,30.593699933541288,0,none,1,RET-006062
1945.4419244385645,676,2,0.843082162394082,1,1,299.6618962669399,electronics,12.500927139255298,0,none,1,RET-000251
2334.997980494772,557,2,0.8547958634326955,1,0,124.62468691007231,sports,4.328922991004905,0,none,1,RET-005848
1272.0125252784112,334,2,0.6242925813600756,1,0,232.50969836001917,fashion,17.34302183256798,0,none,1,RET-001737
1490.242001112231,403,3,0.9631828700135964,0,1,158.61744322402305,beauty,15.793236143457644,0,none,1,RET-008309
5393.907758810841,2574,3,0.9112855758256254,0,0,35.14459467151554,home,20.50887439872611,0,none,0,RET-005162
734.0017240589622,1072,3,0.8635638634856302,0,1,242.19167926050034,beauty,4.16711790908854,0,none,1,RET-000240
647.108374732976,149,3,0.7166883081798101,0,0,139.4644667149363,home,12.838748814210891,0,none,1,RET-006158
1351.968289381217,615,5,0.9194454427770449,0,0,219.24105560498376,sports,24.175664948175744,0,none,1,RET-002709
1875.8674316436466,783,1,0.9392984346386065,2,0,127.02546595421495,electronics,26.254431210847887,0,none,1,RET-003842
2386.43695284667,508,0,0.731427270006512,3,0,87.0524079832651,sports,24.87904744301652,0,none,1,RET-003707
7153.669018108465,156,1,0.7485113650763763,0,1,22.28865508934197,home,3.2120981887816695,0,none,1,RET-006978
3864.716376760267,312,0,0.8441905412452892,1,0,140.16071136315767,sports,0.9913619135181826,0,none,1,RET-006945
1705.6403038596186,307,1,0.7543751715553054,0,0,151.82844289154028,home,1.1275035595900202,0,none,0,RET-003177
9761.875069190106,1027,2,0.8408552747241472,0,0,17.66593485268862,home,1.4027806094434532,0,none,0,RET-009174
1292.5333741471268,353,1,0.6001780386171779,0,1,35.30879770374991,fashion,16.642971580228586,0,none,1,RET-002727
1912.8692349202674,1123,1,0.8292371087983199,0,1,101.39091648737369,electronics,8.30918520357556,0,none,1,RET-003207
5498.476036780994,606,2,0.9128994411678212,2,0,276.18361686150337,sports,25.425253271240383,0,none,1,RET-008786
1210.8985055204323,746,0,0.6627580032991324,1,0,152.26087248752455,books,6.179142149365584,0,none,0,RET-001304
4473.2118162558345,1188,4,0.7347797839357524,0,0,220.45942531742747,electronics,13.402881126291678,0,none,0,RET-006763
2908.83562837894,1378,2,0.8725152688072112,1,1,171.45997109943855,books,0.4771553656588169,0,none,1,RET-000369
2830.4338242326544,330,3,0.774755028118436,0,1,129.00280732562405,electronics,45.61112001119345,1,substitution,1,RET-009735
1183.5320805510596,334,4,0.6476627520430077,0,1,119.16584633955748,fashion,4.405763167414856,0,none,1,RET-002104
812.1619396457492,58,3,0.7540043202329924,0,0,16.739454906932796,sports,44.908157190876075,0,none,0,RET-005980
4315.284292079039,672,2,0.5518176788575253,0,0,98.28168573881688,sports,5.769317683021151,0,none,0,RET-000217
2308.3498158603657,1815,0,0.7540845332627014,2,0,147.21680110086965,electronics,17.25877062488631,0,none,0,RET-001530
1000.1340514104465,657,0,0.9686597439501264,1,0,79.120119138185,fashion,8.327304624156865,0,none,1,RET-003872
1515.922933462448,25,4,0.9123301972687133,1,0,92.98169115538603,fashion,65.3214141570976,0,none,0,RET-008479
456.02613384722775,410,5,0.897863122650933,0,0,218.36563927385555,books,4.06987523122868,0,none,1,RET-002025
